"idx","in_time","out_time","location","fd_reg_date"
4424,"2017-04-13 15:29:18","2017-04-13 15:33:01","P2","2017-04-14 09:05:52"
4423,"2017-04-13 15:29:01","2017-04-13 15:29:18","P2","2017-04-14 09:05:52"
4422,"2017-04-13 15:20:01","2017-04-13 15:28:58","P1","2017-04-14 09:05:52"
4421,"2017-04-13 15:19:41","2017-04-13 15:20:01","P1","2017-04-14 09:05:52"
4420,"2017-04-13 13:23:17","2017-04-13 13:34:05","C2","2017-04-14 09:05:52"
4419,"2017-04-13 13:22:36","2017-04-13 13:23:17","C2","2017-04-14 09:05:52"
4418,"2017-04-13 13:10:16","2017-04-13 13:16:13","C2","2017-04-14 09:05:52"
4417,"2017-04-13 13:09:29","2017-04-13 13:10:16","C2","2017-04-14 09:05:52"
4416,"2017-04-13 12:48:00","2017-04-13 12:51:59","O1","2017-04-14 09:05:52"
4415,"2017-04-13 12:37:20","2017-04-13 12:48:00","O1","2017-04-14 09:05:52"
4414,"2017-04-13 12:15:52","2017-04-13 12:29:30","O2","2017-04-14 09:05:52"
4413,"2017-04-13 12:15:19","2017-04-13 12:15:52","O2","2017-04-14 09:05:52"
4412,"2017-04-13 12:05:55","2017-04-13 12:15:10","C6","2017-04-14 09:05:52"
4411,"2017-04-13 12:05:35","2017-04-13 12:05:55","C6","2017-04-14 09:05:52"
4410,"2017-04-13 12:03:55","2017-04-13 12:05:22","C3","2017-04-14 09:05:52"
4409,"2017-04-13 12:03:36","2017-04-13 12:03:55","C3","2017-04-14 09:05:52"
4408,"2017-04-13 11:47:36","2017-04-13 11:49:00","C3","2017-04-14 09:05:52"
4407,"2017-04-13 11:47:14","2017-04-13 11:47:36","C3","2017-04-14 09:05:52"
4406,"2017-04-13 11:40:21","2017-04-13 11:46:56","O2","2017-04-14 09:05:52"
4405,"2017-04-13 11:38:33","2017-04-13 11:40:21","O2","2017-04-14 09:05:52"
4404,"2017-04-13 11:05:04","2017-04-13 11:17:15","P2","2017-04-14 09:05:52"
4403,"2017-04-13 11:04:51","2017-04-13 11:05:04","P2","2017-04-14 09:05:52"
4402,"2017-04-13 10:57:50","2017-04-13 11:04:45","P1","2017-04-14 09:05:52"
4401,"2017-04-13 10:57:40","2017-04-13 10:57:50","P1","2017-04-14 09:05:52"
4400,"2017-04-13 10:51:34","2017-04-13 10:57:16","C5","2017-04-14 09:05:52"
4399,"2017-04-13 10:50:57","2017-04-13 10:51:34","C5","2017-04-14 09:05:52"
4398,"2017-04-13 10:41:15","2017-04-13 10:50:43","T1","2017-04-14 09:05:52"
4397,"2017-04-13 10:39:55","2017-04-13 10:41:15","T1","2017-04-14 09:05:52"
4396,"2017-04-13 10:36:50","2017-04-13 10:37:39","C5","2017-04-14 09:05:52"
4395,"2017-04-13 10:25:16","2017-04-13 10:29:45","C5","2017-04-14 09:05:52"
4394,"2017-04-13 10:24:55","2017-04-13 10:25:16","C5","2017-04-14 09:05:52"
4393,"2017-04-13 10:19:50","2017-04-13 10:24:44","C2","2017-04-14 09:05:52"
4392,"2017-04-13 10:18:59","2017-04-13 10:19:50","C2","2017-04-14 09:05:52"
4391,"2017-04-12 15:26:39","2017-04-12 15:42:17","C4","2017-04-13 09:21:00"
4390,"2017-04-12 15:25:36","2017-04-12 15:26:39","C4","2017-04-13 09:21:00"
4389,"2017-04-12 15:24:03","2017-04-12 15:25:34","C5","2017-04-13 09:21:00"
4388,"2017-04-12 15:23:44","2017-04-12 15:24:03","C5","2017-04-13 09:21:00"
4387,"2017-04-12 15:20:11","2017-04-12 15:23:38","C4","2017-04-13 09:21:00"
4386,"2017-04-12 15:17:57","2017-04-12 15:20:11","C4","2017-04-13 09:21:00"
4385,"2017-04-12 15:17:02","2017-04-12 15:17:54","C3","2017-04-13 09:21:00"
4384,"2017-04-12 15:16:39","2017-04-12 15:17:02","C3","2017-04-13 09:21:00"
4383,"2017-04-12 15:07:52","2017-04-12 15:16:27","O2","2017-04-13 09:21:00"
4382,"2017-04-12 15:07:25","2017-04-12 15:07:52","O2","2017-04-13 09:21:00"
4381,"2017-04-12 15:05:52","2017-04-12 15:07:15","C2","2017-04-13 09:21:00"
4380,"2017-04-12 14:57:15","2017-04-12 15:05:36","C7","2017-04-13 09:21:00"
4379,"2017-04-12 14:55:57","2017-04-12 14:57:15","C7","2017-04-13 09:21:00"
4378,"2017-04-12 14:51:39","2017-04-12 14:54:42","C3","2017-04-13 09:21:00"
4377,"2017-04-12 14:51:08","2017-04-12 14:51:39","C3","2017-04-13 09:21:00"
4376,"2017-04-12 12:18:00","2017-04-12 12:29:01","C1","2017-04-13 09:21:00"
4375,"2017-04-12 12:17:40","2017-04-12 12:18:00","C1","2017-04-13 09:21:00"
4374,"2017-04-12 12:08:47","2017-04-12 12:14:25","O1","2017-04-13 09:21:00"
4373,"2017-04-12 12:08:32","2017-04-12 12:08:47","O1","2017-04-13 09:21:00"
4372,"2017-04-12 12:06:43","2017-04-12 12:08:03","O1","2017-04-13 09:21:00"
4371,"2017-04-12 12:06:22","2017-04-12 12:06:43","O1","2017-04-13 09:21:00"
4370,"2017-04-12 12:01:36","2017-04-12 12:05:39","T1","2017-04-13 09:21:00"
4369,"2017-04-12 12:00:47","2017-04-12 12:01:36","T1","2017-04-13 09:21:00"
4368,"2017-04-12 11:45:52","2017-04-12 11:52:27","C2","2017-04-13 09:21:00"
4367,"2017-04-12 11:45:27","2017-04-12 11:45:52","C2","2017-04-13 09:21:00"
4366,"2017-04-12 11:13:11","2017-04-12 11:14:37","P2","2017-04-13 09:21:00"
4365,"2017-04-12 11:12:46","2017-04-12 11:13:11","P2","2017-04-13 09:21:00"
4364,"2017-04-12 11:09:08","2017-04-12 11:09:55","O1","2017-04-13 09:21:00"
4363,"2017-04-12 11:06:52","2017-04-12 11:09:08","O1","2017-04-13 09:21:00"
4362,"2017-04-12 11:01:52","2017-04-12 11:06:41","C5","2017-04-13 09:21:00"
4361,"2017-04-12 11:01:16","2017-04-12 11:01:52","C5","2017-04-13 09:21:00"
4360,"2017-04-12 10:56:49","2017-04-12 11:00:02","O2","2017-04-13 09:21:00"
4359,"2017-04-12 10:54:19","2017-04-12 10:56:49","O2","2017-04-13 09:21:00"
4358,"2017-04-12 10:53:07","2017-04-12 10:54:04","P1","2017-04-13 09:21:00"
4357,"2017-04-12 10:52:54","2017-04-12 10:53:07","P1","2017-04-13 09:21:00"
4356,"2017-04-12 10:50:31","2017-04-12 10:52:28","C5","2017-04-13 09:21:00"
4355,"2017-04-12 10:50:08","2017-04-12 10:50:31","C5","2017-04-13 09:21:00"
4354,"2017-04-12 10:31:13","2017-04-12 10:38:41","P2","2017-04-13 09:21:00"
4353,"2017-04-12 10:30:56","2017-04-12 10:31:13","P2","2017-04-13 09:21:00"
4352,"2017-04-11 16:16:00","2017-04-11 16:29:56","C7","2017-04-12 09:30:04"
4351,"2017-04-11 16:15:41","2017-04-11 16:16:00","C7","2017-04-12 09:30:04"
4350,"2017-04-11 16:10:15","2017-04-11 16:14:38","C4","2017-04-12 09:30:04"
4349,"2017-04-11 16:09:22","2017-04-11 16:10:15","C4","2017-04-12 09:30:04"
4348,"2017-04-11 16:07:45","2017-04-11 16:09:05","C7","2017-04-12 09:30:04"
4347,"2017-04-11 16:06:45","2017-04-11 16:07:45","C7","2017-04-12 09:30:04"
4346,"2017-04-11 15:23:56","2017-04-11 15:25:28","C3","2017-04-12 09:30:04"
4345,"2017-04-11 15:22:54","2017-04-11 15:23:56","C3","2017-04-12 09:30:04"
4344,"2017-04-11 15:15:37","2017-04-11 15:22:46","C5","2017-04-12 09:30:04"
4343,"2017-04-11 15:14:20","2017-04-11 15:15:37","C5","2017-04-12 09:30:04"
4342,"2017-04-11 15:13:39","2017-04-11 15:14:04","O2","2017-04-12 09:30:04"
4341,"2017-04-11 15:13:16","2017-04-11 15:13:39","O2","2017-04-12 09:30:04"
4340,"2017-04-11 15:11:08","2017-04-11 15:13:09","C6","2017-04-12 09:30:04"
4339,"2017-04-11 15:10:21","2017-04-11 15:11:08","C6","2017-04-12 09:30:04"
4338,"2017-04-11 15:09:34","2017-04-11 15:10:10","O2","2017-04-12 09:30:04"
4337,"2017-04-11 15:08:51","2017-04-11 15:09:34","O2","2017-04-12 09:30:04"
4336,"2017-04-11 15:04:36","2017-04-11 15:08:43","C2","2017-04-12 09:30:04"
4335,"2017-04-11 15:04:13","2017-04-11 15:04:36","C2","2017-04-12 09:30:04"
4334,"2017-04-11 15:01:31","2017-04-11 15:04:05","C5","2017-04-12 09:30:04"
4333,"2017-04-11 15:00:37","2017-04-11 15:01:31","C5","2017-04-12 09:30:04"
4332,"2017-04-11 14:55:49","2017-04-11 14:57:33","O2","2017-04-12 09:30:04"
4331,"2017-04-11 14:55:20","2017-04-11 14:55:49","O2","2017-04-12 09:30:04"
4330,"2017-04-11 14:49:00","2017-04-11 14:55:10","T1","2017-04-12 09:30:04"
4329,"2017-04-11 14:48:05","2017-04-11 14:49:00","T1","2017-04-12 09:30:04"
4328,"2017-04-11 12:19:23","2017-04-11 12:23:11","O2","2017-04-12 09:30:04"
4327,"2017-04-11 12:18:07","2017-04-11 12:19:23","O2","2017-04-12 09:30:04"
4326,"2017-04-11 12:00:48","2017-04-11 12:12:29","C7","2017-04-12 09:30:04"
4325,"2017-04-11 12:00:20","2017-04-11 12:00:48","C7","2017-04-12 09:30:04"
4324,"2017-04-11 11:48:05","2017-04-11 12:00:15","C8","2017-04-12 09:30:04"
4323,"2017-04-11 11:47:44","2017-04-11 11:48:05","C8","2017-04-12 09:30:04"
4322,"2017-04-11 11:44:39","2017-04-11 11:47:18","C7","2017-04-12 09:30:04"
4321,"2017-04-11 11:44:22","2017-04-11 11:44:39","C7","2017-04-12 09:30:04"
4320,"2017-04-11 11:40:03","2017-04-11 11:43:21","C2","2017-04-12 09:30:04"
4319,"2017-04-11 11:39:38","2017-04-11 11:40:03","C2","2017-04-12 09:30:04"
4318,"2017-04-11 11:34:51","2017-04-11 11:37:31","C8","2017-04-12 09:30:04"
4317,"2017-04-11 11:34:24","2017-04-11 11:34:51","C8","2017-04-12 09:30:04"
4316,"2017-04-11 11:33:26","2017-04-11 11:34:22","C7","2017-04-12 09:30:04"
4315,"2017-04-11 11:32:53","2017-04-11 11:33:26","C7","2017-04-12 09:30:04"
4314,"2017-04-11 11:32:04","2017-04-11 11:32:48","C6","2017-04-12 09:30:04"
4313,"2017-04-11 11:25:59","2017-04-11 11:31:48","T1","2017-04-12 09:30:04"
4312,"2017-04-11 11:25:13","2017-04-11 11:25:59","T1","2017-04-12 09:30:04"
4311,"2017-04-11 11:22:50","2017-04-11 11:24:57","C6","2017-04-12 09:30:04"
4310,"2017-04-11 11:22:06","2017-04-11 11:22:50","C6","2017-04-12 09:30:04"
4309,"2017-04-11 11:17:52","2017-04-11 11:21:59","C1","2017-04-12 09:30:04"
4308,"2017-04-11 11:17:20","2017-04-11 11:17:52","C1","2017-04-12 09:30:04"
4307,"2017-04-11 11:16:32","2017-04-11 11:17:11","C8","2017-04-12 09:30:04"
4306,"2017-04-11 11:13:02","2017-04-11 11:16:32","C8","2017-04-12 09:30:04"
4305,"2017-04-11 11:08:59","2017-04-11 11:12:50","O2","2017-04-12 09:30:04"
4304,"2017-04-11 11:07:37","2017-04-11 11:08:59","O2","2017-04-12 09:30:04"
4303,"2017-04-11 11:04:35","2017-04-11 11:05:13","C1","2017-04-12 09:30:04"
4302,"2017-04-11 11:02:53","2017-04-11 11:04:35","C1","2017-04-12 09:30:04"
4301,"2017-04-11 10:46:32","2017-04-11 11:02:43","C5","2017-04-12 09:30:04"
4300,"2017-04-11 10:45:36","2017-04-11 10:46:32","C5","2017-04-12 09:30:04"
4299,"2017-04-11 10:39:02","2017-04-11 10:39:47","C1","2017-04-12 09:30:04"
4298,"2017-04-11 10:37:32","2017-04-11 10:38:53","C8","2017-04-12 09:30:04"
4297,"2017-04-11 10:36:07","2017-04-11 10:37:32","C8","2017-04-12 09:30:04"
4296,"2017-04-11 10:27:22","2017-04-11 10:28:59","C1","2017-04-12 09:30:04"
4295,"2017-04-11 10:26:47","2017-04-11 10:27:22","C1","2017-04-12 09:30:04"
4294,"2017-04-11 10:18:31","2017-04-11 10:26:38","C5","2017-04-12 09:30:04"
4293,"2017-04-11 10:17:35","2017-04-11 10:18:31","C5","2017-04-12 09:30:04"
4292,"2017-04-11 10:10:26","2017-04-11 10:17:15","C4","2017-04-12 09:30:04"
4291,"2017-04-11 10:09:22","2017-04-11 10:10:26","C4","2017-04-12 09:30:04"
4290,"2017-04-11 10:08:28","2017-04-11 10:09:16","C2","2017-04-12 09:30:04"
4289,"2017-04-11 10:07:46","2017-04-11 10:08:28","C2","2017-04-12 09:30:04"
4288,"2017-04-10 16:05:41","2017-04-10 16:07:05","C1","2017-04-11 09:34:20"
4287,"2017-04-10 16:05:11","2017-04-10 16:05:41","C1","2017-04-11 09:34:20"
4286,"2017-04-10 15:11:21","2017-04-10 15:25:15","C7","2017-04-11 09:34:20"
4285,"2017-04-10 15:11:07","2017-04-10 15:11:21","C7","2017-04-11 09:34:20"
4284,"2017-04-10 15:09:39","2017-04-10 15:10:37","C3","2017-04-11 09:34:20"
4283,"2017-04-10 15:09:16","2017-04-10 15:09:39","C3","2017-04-11 09:34:20"
4282,"2017-04-10 15:02:10","2017-04-10 15:09:08","C6","2017-04-11 09:34:20"
4281,"2017-04-10 15:01:30","2017-04-10 15:02:10","C6","2017-04-11 09:34:20"
4280,"2017-04-10 14:56:56","2017-04-10 15:01:27","C7","2017-04-11 09:34:20"
4279,"2017-04-10 14:56:07","2017-04-10 14:56:56","C7","2017-04-11 09:34:20"
4278,"2017-04-10 14:42:11","2017-04-10 14:56:05","C6","2017-04-11 09:34:20"
4277,"2017-04-10 14:41:46","2017-04-10 14:42:11","C6","2017-04-11 09:34:20"
4276,"2017-04-10 13:06:57","2017-04-10 13:13:09","C1","2017-04-11 09:34:20"
4275,"2017-04-10 13:06:01","2017-04-10 13:06:57","C1","2017-04-11 09:34:20"
4274,"2017-04-10 12:46:54","2017-04-10 13:05:26","O1","2017-04-11 09:34:20"
4273,"2017-04-10 12:46:26","2017-04-10 12:46:54","O1","2017-04-11 09:34:20"
4272,"2017-04-10 12:39:04","2017-04-10 12:46:24","C1","2017-04-11 09:34:20"
4271,"2017-04-10 12:38:56","2017-04-10 12:39:04","C1","2017-04-11 09:34:20"
4270,"2017-04-10 12:27:50","2017-04-10 12:31:14","C2","2017-04-11 09:34:20"
4269,"2017-04-10 12:26:37","2017-04-10 12:27:50","C2","2017-04-11 09:34:20"
4268,"2017-04-10 11:22:29","2017-04-10 11:29:48","C5","2017-04-11 09:34:20"
4267,"2017-04-10 11:21:50","2017-04-10 11:22:29","C5","2017-04-11 09:34:20"
4266,"2017-04-10 11:00:07","2017-04-10 11:08:20","C7","2017-04-11 09:34:20"
4265,"2017-04-10 10:59:39","2017-04-10 11:00:07","C7","2017-04-11 09:34:20"
4264,"2017-04-10 10:52:05","2017-04-10 10:59:24","C5","2017-04-11 09:34:20"
4263,"2017-04-10 10:51:50","2017-04-10 10:52:05","C5","2017-04-11 09:34:20"
4262,"2017-04-10 10:48:36","2017-04-10 10:51:45","C3","2017-04-11 09:34:20"
4261,"2017-04-10 10:44:02","2017-04-10 10:48:36","C3","2017-04-11 09:34:20"
4260,"2017-04-10 10:11:27","2017-04-10 10:40:16","P1","2017-04-11 09:34:20"
4259,"2017-04-10 10:10:39","2017-04-10 10:11:27","P1","2017-04-11 09:34:20"
4258,"2017-04-10 10:07:21","2017-04-10 10:10:20","C1","2017-04-11 09:34:20"
4257,"2017-04-10 10:06:39","2017-04-10 10:07:21","C1","2017-04-11 09:34:20"
4256,"2017-04-07 16:12:30","2017-04-07 16:34:40","O1","2017-04-08 08:29:42"
4255,"2017-04-07 16:11:11","2017-04-07 16:12:30","O1","2017-04-08 08:29:42"
4254,"2017-04-07 15:46:19","2017-04-07 15:48:36","P1","2017-04-08 08:29:42"
4253,"2017-04-07 15:46:06","2017-04-07 15:46:19","P1","2017-04-08 08:29:42"
4252,"2017-04-07 15:45:42","2017-04-07 15:45:52","C2","2017-04-08 08:29:42"
4251,"2017-04-07 15:45:41","2017-04-07 15:45:42","C2","2017-04-08 08:29:42"
4250,"2017-04-07 15:43:16","2017-04-07 15:45:33","O1","2017-04-08 08:29:42"
4249,"2017-04-07 15:40:14","2017-04-07 15:43:16","O1","2017-04-08 08:29:42"
4248,"2017-04-07 15:34:02","2017-04-07 15:34:50","C2","2017-04-08 08:29:42"
4247,"2017-04-07 15:33:26","2017-04-07 15:34:02","C2","2017-04-08 08:29:42"
4246,"2017-04-07 15:25:51","2017-04-07 15:27:00","C1","2017-04-08 08:29:42"
4245,"2017-04-07 15:25:25","2017-04-07 15:25:51","C1","2017-04-08 08:29:42"
4244,"2017-04-07 14:59:39","2017-04-07 15:01:40","C2","2017-04-08 08:29:42"
4243,"2017-04-07 14:59:26","2017-04-07 14:59:39","C2","2017-04-08 08:29:42"
4242,"2017-04-07 12:17:30","2017-04-07 12:19:03","C7","2017-04-08 08:29:42"
4241,"2017-04-07 12:17:07","2017-04-07 12:17:30","C7","2017-04-08 08:29:42"
4240,"2017-04-07 12:16:17","2017-04-07 12:16:29","C1","2017-04-08 08:29:42"
4239,"2017-04-07 12:16:03","2017-04-07 12:16:17","C1","2017-04-08 08:29:42"
4238,"2017-04-07 11:35:11","2017-04-07 11:39:19","C4","2017-04-08 08:29:42"
4237,"2017-04-07 11:33:17","2017-04-07 11:35:11","C4","2017-04-08 08:29:42"
4236,"2017-04-07 11:16:16","2017-04-07 11:32:59","C7","2017-04-08 08:29:42"
4235,"2017-04-07 11:13:44","2017-04-07 11:16:16","C7","2017-04-08 08:29:42"
4234,"2017-04-07 10:59:03","2017-04-07 11:13:31","C3","2017-04-08 08:29:42"
4233,"2017-04-07 10:58:37","2017-04-07 10:59:03","C3","2017-04-08 08:29:42"
4232,"2017-04-07 10:55:50","2017-04-07 10:56:44","C3","2017-04-08 08:29:42"
4231,"2017-04-07 10:54:54","2017-04-07 10:55:50","C3","2017-04-08 08:29:42"
4230,"2017-04-07 10:22:22","2017-04-07 10:27:16","C3","2017-04-08 08:29:42"
4229,"2017-04-07 10:21:22","2017-04-07 10:22:22","C3","2017-04-08 08:29:42"
4228,"2017-04-07 10:20:11","2017-04-07 10:21:08","C7","2017-04-08 08:29:42"
4227,"2017-04-07 10:19:57","2017-04-07 10:20:11","C7","2017-04-08 08:29:42"
4226,"2017-04-07 10:14:58","2017-04-07 10:16:05","C7","2017-04-08 08:29:42"
4225,"2017-04-07 10:13:41","2017-04-07 10:14:58","C7","2017-04-08 08:29:42"
4224,"2017-04-07 10:09:45","2017-04-07 10:13:26","C4","2017-04-08 08:29:42"
4223,"2017-04-07 10:09:02","2017-04-07 10:09:45","C4","2017-04-08 08:29:42"
4222,"2017-04-06 16:26:18","2017-04-06 16:30:51","T1","2017-04-06 20:16:13"
4221,"2017-04-06 16:23:35","2017-04-06 16:26:18","T1","2017-04-06 20:16:13"
4220,"2017-04-06 16:19:15","2017-04-06 16:23:26","P1","2017-04-06 20:16:13"
4219,"2017-04-06 16:18:58","2017-04-06 16:19:15","P1","2017-04-06 20:16:13"
4218,"2017-04-06 16:15:27","2017-04-06 16:18:34","C7","2017-04-06 20:16:13"
4217,"2017-04-06 16:15:01","2017-04-06 16:15:27","C7","2017-04-06 20:16:13"
4216,"2017-04-06 15:56:31","2017-04-06 15:57:25","P1","2017-04-06 20:16:13"
4215,"2017-04-06 15:51:43","2017-04-06 15:56:28","P2","2017-04-06 20:16:13"
4214,"2017-04-06 15:51:24","2017-04-06 15:51:43","P2","2017-04-06 20:16:13"
4213,"2017-04-06 15:22:04","2017-04-06 15:28:08","C3","2017-04-06 20:16:13"
4212,"2017-04-06 15:21:45","2017-04-06 15:22:04","C3","2017-04-06 20:16:13"
4211,"2017-04-06 15:11:47","2017-04-06 15:18:02","T1","2017-04-06 20:16:13"
4210,"2017-04-06 15:09:00","2017-04-06 15:11:47","T1","2017-04-06 20:16:13"
4209,"2017-04-06 14:57:27","2017-04-06 15:08:43","C3","2017-04-06 20:16:13"
4208,"2017-04-06 14:56:40","2017-04-06 14:57:27","C3","2017-04-06 20:16:13"
4207,"2017-04-06 14:53:31","2017-04-06 14:54:03","C3","2017-04-06 20:16:13"
4206,"2017-04-06 14:50:57","2017-04-06 14:53:31","C3","2017-04-06 20:16:13"
4205,"2017-04-06 13:21:04","2017-04-06 13:22:13","C1","2017-04-06 20:16:13"
4204,"2017-04-06 13:20:45","2017-04-06 13:21:04","C1","2017-04-06 20:16:13"
4203,"2017-04-06 13:06:29","2017-04-06 13:07:41","C3","2017-04-06 20:16:13"
4202,"2017-04-06 13:04:39","2017-04-06 13:06:29","C3","2017-04-06 20:16:13"
4201,"2017-04-06 12:56:25","2017-04-06 12:56:50","C3","2017-04-06 20:16:13"
4200,"2017-04-06 12:35:31","2017-04-06 12:36:51","C3","2017-04-06 20:16:13"
4199,"2017-04-06 12:35:19","2017-04-06 12:35:31","C3","2017-04-06 20:16:13"
4198,"2017-04-06 12:11:16","2017-04-06 12:12:13","C3","2017-04-06 20:16:13"
4197,"2017-04-06 12:10:35","2017-04-06 12:11:16","C3","2017-04-06 20:16:13"
4196,"2017-04-06 11:42:10","2017-04-06 11:47:58","C8","2017-04-06 20:16:13"
4195,"2017-04-06 11:41:56","2017-04-06 11:42:10","C8","2017-04-06 20:16:13"
4194,"2017-04-06 11:32:19","2017-04-06 11:40:37","C8","2017-04-06 20:16:13"
4193,"2017-04-06 11:32:01","2017-04-06 11:32:19","C8","2017-04-06 20:16:13"
4192,"2017-04-06 11:20:11","2017-04-06 11:29:25","C8","2017-04-06 20:16:13"
4191,"2017-04-06 11:18:40","2017-04-06 11:20:11","C8","2017-04-06 20:16:13"
4190,"2017-04-06 11:03:10","2017-04-06 11:07:57","C6","2017-04-06 20:16:13"
4189,"2017-04-06 11:02:29","2017-04-06 11:03:10","C6","2017-04-06 20:16:13"
4188,"2017-04-06 10:42:09","2017-04-06 10:46:16","T1","2017-04-06 20:16:13"
4187,"2017-04-06 10:40:15","2017-04-06 10:42:09","T1","2017-04-06 20:16:13"
4186,"2017-04-06 10:11:54","2017-04-06 10:14:21","C2","2017-04-06 20:16:13"
4185,"2017-04-06 10:11:32","2017-04-06 10:11:54","C2","2017-04-06 20:16:13"
4184,"2017-04-05 16:22:53","2017-04-05 16:29:38","P2","2017-04-06 10:12:58"
4183,"2017-04-05 16:22:32","2017-04-05 16:22:53","P2","2017-04-06 10:12:58"
4182,"2017-04-05 16:11:27","2017-04-05 16:19:48","C1","2017-04-06 10:12:58"
4181,"2017-04-05 16:09:56","2017-04-05 16:11:27","C1","2017-04-06 10:12:58"
4180,"2017-04-05 15:47:18","2017-04-05 15:48:36","C2","2017-04-06 10:12:58"
4179,"2017-04-05 15:47:04","2017-04-05 15:47:18","C2","2017-04-06 10:12:58"
4178,"2017-04-05 15:40:33","2017-04-05 15:40:59","P1","2017-04-06 10:12:58"
4177,"2017-04-05 15:40:05","2017-04-05 15:40:33","P1","2017-04-06 10:12:58"
4176,"2017-04-05 15:37:42","2017-04-05 15:39:55","O2","2017-04-06 10:12:58"
4175,"2017-04-05 15:37:21","2017-04-05 15:37:42","O2","2017-04-06 10:12:58"
4174,"2017-04-05 15:32:52","2017-04-05 15:37:07","C4","2017-04-06 10:12:58"
4173,"2017-04-05 15:32:34","2017-04-05 15:32:52","C4","2017-04-06 10:12:58"
4172,"2017-04-05 15:22:20","2017-04-05 15:24:40","C7","2017-04-06 10:12:58"
4171,"2017-04-05 15:22:07","2017-04-05 15:22:20","C7","2017-04-06 10:12:58"
4170,"2017-04-05 14:59:02","2017-04-05 15:20:19","C4","2017-04-06 10:12:58"
4169,"2017-04-05 14:58:35","2017-04-05 14:59:02","C4","2017-04-06 10:12:58"
4168,"2017-04-05 12:14:56","2017-04-05 12:17:28","C5","2017-04-06 10:12:58"
4167,"2017-04-05 12:14:30","2017-04-05 12:14:56","C5","2017-04-06 10:12:58"
4166,"2017-04-05 10:50:13","2017-04-05 10:51:54","C5","2017-04-06 10:12:58"
4165,"2017-04-05 10:49:54","2017-04-05 10:50:13","C4","2017-04-06 10:12:58"
4164,"2017-04-05 10:43:18","2017-04-05 10:46:17","P1","2017-04-06 10:12:58"
4163,"2017-04-05 10:42:22","2017-04-05 10:42:47","C4","2017-04-06 10:12:58"
4162,"2017-04-05 10:42:09","2017-04-05 10:42:22","C4","2017-04-06 10:12:58"
4161,"2017-04-05 10:23:51","2017-04-05 10:35:28","C7","2017-04-06 10:12:58"
4160,"2017-04-05 10:22:03","2017-04-05 10:23:51","C7","2017-04-06 10:12:58"
4159,"2017-04-05 10:18:33","2017-04-05 10:21:40","P1","2017-04-06 10:12:58"
4158,"2017-04-05 10:04:18","2017-04-05 10:05:49","P1","2017-04-06 10:12:58"
4157,"2017-04-05 10:03:41","2017-04-05 10:04:18","P1","2017-04-06 10:12:58"
4156,"2017-04-04 16:12:47","2017-04-04 16:27:54","C1","2017-04-04 20:18:14"
4155,"2017-04-04 16:12:12","2017-04-04 16:12:47","C1","2017-04-04 20:18:14"
4154,"2017-04-04 16:06:31","2017-04-04 16:12:00","C8","2017-04-04 20:18:14"
4153,"2017-04-04 16:06:01","2017-04-04 16:06:31","C8","2017-04-04 20:18:14"
4152,"2017-04-04 15:59:14","2017-04-04 16:00:10","C8","2017-04-04 20:18:14"
4151,"2017-04-04 15:57:31","2017-04-04 15:59:02","C1","2017-04-04 20:18:14"
4150,"2017-04-04 15:56:58","2017-04-04 15:57:31","C1","2017-04-04 20:18:14"
4149,"2017-04-04 15:47:03","2017-04-04 15:56:44","O2","2017-04-04 20:18:14"
4148,"2017-04-04 15:39:02","2017-04-04 15:46:56","C7","2017-04-04 20:18:14"
4147,"2017-04-04 15:38:42","2017-04-04 15:39:02","C7","2017-04-04 20:18:14"
4146,"2017-04-04 15:35:53","2017-04-04 15:38:39","C8","2017-04-04 20:18:14"
4145,"2017-04-04 15:35:08","2017-04-04 15:35:53","C8","2017-04-04 20:18:14"
4144,"2017-04-04 15:34:00","2017-04-04 15:35:01","O1","2017-04-04 20:18:14"
4143,"2017-04-04 15:33:30","2017-04-04 15:34:00","O1","2017-04-04 20:18:14"
4142,"2017-04-04 15:25:42","2017-04-04 15:28:05","C7","2017-04-04 20:18:14"
4141,"2017-04-04 15:25:14","2017-04-04 15:25:42","C7","2017-04-04 20:18:14"
4140,"2017-04-04 15:24:30","2017-04-04 15:25:08","C1","2017-04-04 20:18:14"
4139,"2017-04-04 15:24:07","2017-04-04 15:24:30","C1","2017-04-04 20:18:14"
4138,"2017-04-04 15:07:19","2017-04-04 15:23:52","C5","2017-04-04 20:18:14"
4137,"2017-04-04 15:06:58","2017-04-04 15:07:19","C5","2017-04-04 20:18:14"
4136,"2017-04-04 12:16:41","2017-04-04 12:23:53","C6","2017-04-04 20:18:14"
4135,"2017-04-04 12:16:04","2017-04-04 12:16:41","C6","2017-04-04 20:18:14"
4134,"2017-04-04 11:39:53","2017-04-04 11:46:37","C6","2017-04-04 20:18:14"
4133,"2017-04-04 11:38:53","2017-04-04 11:39:53","C6","2017-04-04 20:18:14"
4132,"2017-04-04 11:36:49","2017-04-04 11:38:43","C2","2017-04-04 20:18:14"
4131,"2017-04-04 11:36:18","2017-04-04 11:36:49","C2","2017-04-04 20:18:14"
4130,"2017-04-04 11:22:54","2017-04-04 11:36:08","C3","2017-04-04 20:18:14"
4129,"2017-04-04 11:22:19","2017-04-04 11:22:54","C3","2017-04-04 20:18:14"
4128,"2017-04-04 11:19:46","2017-04-04 11:22:04","C3","2017-04-04 20:18:14"
